"","date","phyto_group","TChla_mean","abundance","chem_rel","micro_rel"
"82",2018-04-24,"hapto",0.2592675263683,0,0.0460378318656825,0
"83",2018-04-24,"green",0.0127535522915423,14054,0.00226463338588015,0.019809823439698
"84",2018-04-24,"cryp",0.310447270671527,42000,0.0551257592901663,0.0592011231298788
"85",2018-04-24,"dino",0.319798702994982,6966,0.0567862822065573,0.00981892913625561
"86",2018-04-24,"raph",0.353159700830777,0,0.0627101556308517,0
"87",2018-04-24,"dict",2.23368163903554,532810,0.396632239987127,0.751022628924541
"88",2018-04-24,"diat",2.0939061443011,113616,0.371812468627154,0.160147495369626
"89",2018-05-02,"cyan",0.0422452874481678,0,0.0312502734984029,0
"90",2018-05-02,"hapto",0.0172656698462864,444,0.0127720022142488,0.00083450803495912
"91",2018-05-02,"green",0.12426712612311,25240,0.0919246124901477,0.0474391504557842
"92",2018-05-02,"cryp",0.29937914510568,399000,0.221460918587649,0.749929517902453
"93",2018-05-02,"dino",0.0964712103207906,6512,0.0713630298041067,0.0122394511794004
"94",2018-05-02,"raph",0.00455485206718246,0,0.00336937872700854,0
"95",2018-05-02,"dict",0.205271864930789,11240,0.151846568176034,0.0211258340381543
"96",2018-05-02,"diat",0.562382211287816,89614,0.416013216502402,0.168431538389249
"97",2018-05-08,"cyan",0.0304642862950762,0,0.0586258240148754,0
"98",2018-05-08,"hapto",0.0498695845405261,444,0.0959696038387207,0.00206277526899705
"99",2018-05-08,"green",0.0280618630349636,3333,0.0540025729761872,0.0154847521882143
"100",2018-05-08,"cryp",0.0681798110405604,10500,0.131206014961768,0.0487818475776328
"101",2018-05-08,"dino",0.0282386926313241,3219,0.054342865891519,0.0149551207002286
"102",2018-05-08,"raph",0.0136791681870818,0,0.0263243490767534,0
"103",2018-05-08,"dict",0.00381375756114721,3111,0.00733923905026305,0.0144533645537158
"104",2018-05-08,"diat",0.297332207361857,194637,0.572189530189913,0.904262139711211
"105",2018-05-15,"cyan",0.0268450366954009,0,0.0206590645100507,0
"106",2018-05-15,"hapto",0.120622807492812,0,0.092827377725446,0
"107",2018-05-15,"green",0.155931831647952,8750,0.120000050874853,0.0161997437663386
"108",2018-05-15,"cryp",0.351901322603226,336875,0.270811778256116,0.623690135004036
"109",2018-05-15,"dino",0,4218,0,0.007809202195019
"110",2018-05-15,"raph",0.0891790501773357,0,0.0686292878442687,0
"111",2018-05-15,"dict",0.00128487831292053,13236,0.000988800434708957,0.0245051209704295
"112",2018-05-15,"diat",0.553666452566783,177053,0.426083640354557,0.327795798064177
"113",2018-05-22,"cyan",0.0124985758836071,0,0.00978891321337229,0
"114",2018-05-22,"hapto",0.0587952248752117,0,0.0460485545732475,0
"115",2018-05-22,"green",0.095068105806907,39805,0.0744575578665794,0.149605736922418
"116",2018-05-22,"cryp",0.253125995397568,39661,0.198248858435555,0.149064517826404
"117",2018-05-22,"dino",0.341485470533371,10512,0.267452201419451,0.0395089940090053
"118",2018-05-22,"raph",0.00471083763598775,0,0.00368953880909379,0
"119",2018-05-22,"dict",0.00193852585895608,2477,0.00151825788569142,0.00930972014462577
"120",2018-05-22,"diat",0.509186610579491,173611,0.398796117797009,0.652511031097547
"121",2018-05-29,"cyan",0.0554662377883991,0,0.0436825515694234,0
"122",2018-05-29,"hapto",0.06289402457575,0,0.0495323205878839,0
"123",2018-05-29,"green",0.260462852815787,78750,0.205128064453372,0.11559717869489
"124",2018-05-29,"cryp",0.561704009771347,568750,0.44237116761362,0.834868512796424
"125",2018-05-29,"dino",0,1360,0,0.00199634492730222
"126",2018-05-29,"raph",0.0737210003038247,0,0.0580591279654962,0
"127",2018-05-29,"dict",0,9070,0,0.0133138591842876
"128",2018-05-29,"diat",0.255509153008461,23315,0.201226767810205,0.0342241043970965
"129",2018-06-05,"cyan",0.0948963450888793,0,0.0640197521202766,0
"130",2018-06-05,"hapto",0.117198939124743,0,0.0790657113769571,0
"131",2018-06-05,"green",0.235933005809784,123018,0.159167063123322,0.419197099444219
"132",2018-06-05,"cryp",0.271470069885254,56875,0.183141369310384,0.193807695059991
"133",2018-06-05,"dino",0.102004767705997,5180,0.0688152945986282,0.0176514085346946
"134",2018-06-05,"raph",0.287073880434036,30625,0.193668140204766,0.104357989647687
"135",2018-06-05,"dict",0.0203587738797069,30995,0.0137346033298846,0.105618804543023
"136",2018-06-05,"diat",0.353362133105596,46768,0.238388065935782,0.159367002770385
"137",2018-06-11,"cyan",0.0970052828391393,0,0.0871262441514585,0
"138",2018-06-11,"hapto",0.0195263605564833,0,0.0175377918340253,0
"139",2018-06-11,"green",0.195580398042997,17622,0.175662448604895,0.111111111111111
"140",2018-06-11,"cryp",0.215901287893454,113763,0.193913854700187,0.717304127416487
"141",2018-06-11,"dino",0.0081245144829154,800,0.00729711219567667,0.00504419980075411
"142",2018-06-11,"raph",0.157839665810267,26253,0.141765240589777,0.165531721711497
"143",2018-06-11,"dict",0,0,0,0
"144",2018-06-11,"diat",0.41941012442112,160,0.37669730792398,0.00100883996015082
"145",2018-06-18,"cyan",0.209420477350553,0,0.108152590181524,0
"146",2018-06-18,"hapto",0.0915421408911546,0,0.0472757954398497,0
"147",2018-06-18,"green",0.689650098482768,37689,0.356161180670988,0.154129588431591
"148",2018-06-18,"cryp",0.502628942330678,195972,0.259576440188643,0.801429693123078
"149",2018-06-18,"dino",0,5720,0,0.0233920041876595
"150",2018-06-18,"raph",0.033388934408625,0,0.0172432981978602,0
"151",2018-06-18,"dict",0,120,0,0.000490741346594255
"152",2018-06-18,"diat",0.409712096055349,5027,0.211590695321135,0.0205579729110777
"153",2018-06-26,"cyan",0.432110135753949,0,0.219689845289008,0
"154",2018-06-26,"hapto",0.000520010634015004,0,0.000264379486345689,0
"155",2018-06-26,"green",0.575816437602043,4750,0.292751809375961,0.0943771110669581
"156",2018-06-26,"cryp",0.370724365115166,45500,0.188480601768139,0.904033379694019
"157",2018-06-26,"dino",0,0,0,0
"158",2018-06-26,"raph",0.123605741808812,0,0.0628426043453733,0
"159",2018-06-26,"dict",0.41937263806661,0,0.213213952536763,0
"160",2018-06-26,"diat",0.0447605897982915,80,0.0227568071984101,0.00158950923902245
"161",2018-07-11,"cyan",0.606734395027161,0,0.559299880271909,0
"162",2018-07-11,"hapto",0,0,0,0
"163",2018-07-11,"green",0.229872519771258,1750,0.211901078692121,0.0269106566200215
"164",2018-07-11,"cryp",0.111459121108055,63000,0.102745243391314,0.968783638320775
"165",2018-07-11,"dino",0,240,0,0.0036906043364601
"166",2018-07-11,"raph",0.016530855714033,0,0.0152384728761537,0
"167",2018-07-11,"dict",0.120213630298773,0,0.110815324768502,0
"168",2018-07-11,"diat",0,40,0,0.000615100722743349
"169",2018-07-16,"cyan",0.148316755890846,540,0.213148365489941,0.000467858956120028
"170",2018-07-16,"hapto",0.0184304568295677,0,0.0264867022263244,0
"171",2018-07-16,"green",0.156187430024147,56162,0.224459436290678,0.0486590642474315
"172",2018-07-16,"cryp",0.181982383131981,1048000,0.261529773083042,0.907992937062574
"173",2018-07-16,"dino",0.0082020767343541,4212,0.0117873347421197,0.00364929985773622
"174",2018-07-16,"raph",0.0369616107394298,14000,0.0531181178260328,0.0121296766401489
"175",2018-07-16,"dict",0.122434051086505,15350,0.175951919340835,0.013299324030449
"176",2018-07-16,"diat",0.023323346026397,15930,0.0335183510010257,0.0138018392055408
"177",2018-07-23,"cyan",0.221812645594279,0,0.196278658170265,0
"178",2018-07-23,"hapto",0.0763347061971823,0,0.0675474279839291,0
"179",2018-07-23,"green",0.370285838842392,13125,0.327660343226663,0.0251198576062929
"180",2018-07-23,"cryp",0.257551178336143,498750,0.227903145731618,0.95455458903913
"181",2018-07-23,"dino",0.00813549757003784,1640,0.00719897886036332,0.00313878601709107
"182",2018-07-23,"raph",0.0216850185145934,0,0.0191887451909619,0
"183",2018-07-23,"dict",0,400,0,0.000765557565144164
"184",2018-07-23,"diat",0.174285608033339,8580,0.1542227008362,0.0164212097723423
"185",2018-07-31,"cyan",0.0067594227536271,0,0.0158873849315683,0
"186",2018-07-31,"hapto",0.0952106056114038,0,0.223783538336084,0
"187",2018-07-31,"green",0.0133214696931342,10644,0.0313108566490351,0.0943583560866636
"188",2018-07-31,"cryp",0.0647371374070644,24500,0.15215852874448,0.217190879756037
"189",2018-07-31,"dino",8.90499374387825e-07,8208,2.09303469510447e-06,0.0727633771852062
"190",2018-07-31,"raph",0.00246424119298657,0,0.00579196624093332,0
"191",2018-07-31,"dict",0,4652,0,0.0412396723520443
"192",2018-07-31,"diat",0.242964719732602,64800,0.571065632063204,0.574447714620049
"193",2018-08-09,"cyan",0.0779339683552583,0,0.128555720560813,0
"194",2018-08-09,"hapto",0.0468951296061277,0,0.0773557064337749,0
"195",2018-08-09,"green",0.217965848743916,23336,0.359544847186428,0.0741444444091416
"196",2018-08-09,"cryp",0.0932344049215317,215858,0.153794505254876,0.68583611078456
"197",2018-08-09,"dino",0.00832419407864412,1599,0.0137311468984877,0.00508043223389687
"198",2018-08-09,"raph",0.0239535222450892,0,0.0395124536472951,0
"199",2018-08-09,"dict",0.0881060262521108,3327,0.145335005128425,0.0105707304829111
"200",2018-08-09,"diat",0.0498140578468641,70617,0.0821706148899006,0.224368282089491
"201",2018-08-14,"cyan",0.409815927346547,0,0.178808747704805,0
"202",2018-08-14,"hapto",0.0951984326044718,0,0.0415364835322066,0
"203",2018-08-14,"green",0.806554774443308,29166,0.351911771968748,0.0213288597769706
"204",2018-08-14,"cryp",0.749518811702728,1335757,0.327026138221387,0.976828284615885
"205",2018-08-14,"dino",0,1560,0,0.00114081537585113
"206",2018-08-14,"raph",0.230346108476321,0,0.100503412500356,0
"207",2018-08-14,"dict",0,520,0,0.000380271791950377
"208",2018-08-14,"diat",0.000489202017585436,440,0.000213446072497681,0.000321768439342627
"209",2018-08-21,"cyan",0.134964349369208,0,0.134878979766536,0
"210",2018-08-21,"hapto",0.0557335143287977,0,0.0556982609600672,0
"211",2018-08-21,"green",0.347668454051018,2500,0.347448541771051,0.00474113407927176
"212",2018-08-21,"cryp",0.273995747168859,520000,0.273822435415207,0.986155888488526
"213",2018-08-21,"dino",7.31242701779896e-05,1160,7.30780165567928e-05,0.0021998862127821
"214",2018-08-21,"raph",0.0427581084271272,0,0.0427310624498413,0
"215",2018-08-21,"dict",0,2560,0,0.00485492129717428
"216",2018-08-21,"diat",0.145439637204011,1080,0.145347641620741,0.0020481699222454
"217",2018-08-29,"cyan",0.0263428206865986,0,0.00326169455568088,0
"218",2018-08-29,"hapto",0.0209413965543111,0,0.00259290529067373,0
"219",2018-08-29,"green",0.326569274067879,133000,0.0404348963215523,0.0901817195551939
"220",2018-08-29,"cryp",0.418262099226316,820400,0.0517880460913649,0.556278817466775
"221",2018-08-29,"dino",0,8200,0,0.00556007594250068
"222",2018-08-29,"raph",0.63398152589798,42000,0.0784978236015431,0.0284784377542718
"223",2018-08-29,"dict",0,0,0,0
"224",2018-08-29,"diat",6.65032458305359,471200,0.823424634139185,0.319500949281258
"225",2018-09-04,"cyan",0.0104463482275605,0,0.00491699206988795,0
"226",2018-09-04,"hapto",0.00840200825283925,322787,0.00395474160447275,0.405010131934729
"227",2018-09-04,"green",0.0222336687147617,0,0.0104651664269217,0
"228",2018-09-04,"cryp",0.0803844556212425,27223,0.0378361626687042,0.0341574810065434
"229",2018-09-04,"dino",0,2880,0,0.0036136188259503
"230",2018-09-04,"raph",0.0395376868546009,0,0.0186099954252803,0
"231",2018-09-04,"dict",1.84040526549021,4177,0.866260428876076,0.00524100202638695
"232",2018-09-04,"diat",0.123130952318509,439918,0.0579565129286568,0.55197776620639
"233",2018-09-13,"cyan",0.175473416845004,0,0.111325177895817,0
"234",2018-09-13,"hapto",0.0605376474559307,0,0.0384067541032649,0
"235",2018-09-13,"green",0.271441688140233,5303,0.172210097482996,0.00669716996263073
"236",2018-09-13,"cryp",0.373785490791003,784844,0.237139830097111,0.991181154469348
"237",2018-09-13,"dino",0,520,0,0.000656709104387701
"238",2018-09-13,"raph",0.0730556609729926,0,0.0463485273173815,0
"239",2018-09-13,"dict",0,40,0,5.05160849529001e-05
"240",2018-09-13,"diat",0.621930092573166,1120,0.394569613103429,0.0014144503786812
"241",2018-09-18,"cyan",0.129152203599612,0,0.0566053952876985,0
"242",2018-09-18,"hapto",0.0465208608657122,0,0.0203893673126269,0
"243",2018-09-18,"green",0.357564593354861,28000,0.156714981112393,0.0185533674361897
"244",2018-09-18,"cryp",0.768675257762273,1477000,0.336898369526835,0.978690132259005
"245",2018-09-18,"dino",0.0728742914895217,400,0.031939664683257,0.000265048106231281
"246",2018-09-18,"raph",0.0486652987698714,0,0.02132924097991,0
"247",2018-09-18,"dict",0.858171055714289,40,0.37612298109728,2.65048106231281e-05
"248",2018-09-18,"diat",0,3720,0,0.00246494738795091
"249",2018-09-25,"cyan",0.0313610875358184,0,0.00422434591307117,0
"250",2018-09-25,"hapto",0.00030080849925677,0,4.05189760400076e-05,0
"251",2018-09-25,"green",0.147840307404598,23333,0.0199141243956704,0.0307411174467995
"252",2018-09-25,"cryp",0.129400963584582,167227,0.0174303404192113,0.220320783751594
"253",2018-09-25,"dino",0,4810,0,0.00633715231299472
"254",2018-09-25,"raph",0.0573082361370325,0,0.00771943297037429,0
"255",2018-09-25,"dict",0,7926,0,0.0104424676159659
"256",2018-09-25,"diat",7.05768052736918,555720,0.950671237325633,0.732158478872646
"257",2018-10-04,"cyan",0.00497688849767049,0,0.00141831638801683,0
"258",2018-10-04,"hapto",0.000698170872055925,0,0.000198965114435738,0
"259",2018-10-04,"green",0.0236791238809625,4666,0.00674808958849882,0.0155478397632836
"260",2018-10-04,"cryp",0.0512297190725803,30329,0.0145994731744841,0.101060958461344
"261",2018-10-04,"dino",0,7252,0,0.0241647951057293
"262",2018-10-04,"raph",0.125056674083074,0,0.0356387189236656,0
"263",2018-10-04,"dict",8.04242008598521e-05,5332,2.29193324556248e-05,0.0177670556403404
"264",2018-10-04,"diat",3.30329048633575,252527,0.941373517478443,0.841459351029303
"265",2018-10-09,"cyan",0.0804774276912212,0,0.0828559086937398,0
"266",2018-10-09,"hapto",0.0606057302405437,0,0.0623969104777398,0
"267",2018-10-09,"green",0.145603658010562,11667,0.1499069209802,0.0280568688467033
"268",2018-10-09,"cryp",0.17761308948199,381122,0.182862379515866,0.91652438232564
"269",2018-10-09,"dino",0,320,0,0.000769537844428306
"270",2018-10-09,"raph",0.0402744331707557,0,0.0414647293436327,0
"271",2018-10-09,"dict",0.00525157642550766,3969,0.00540678485002726,0.00954467407667483
"272",2018-10-09,"diat",0.461467852195104,18756,0.475106366138795,0.0451045369065541
"273",2018-10-16,"cyan",0.0111445506724219,0,0.00322894146466347,0
"274",2018-10-16,"hapto",0.00600992554488281,0,0.00174127233675139,0
"275",2018-10-16,"green",0.051738511150082,111,0.0149903418166386,0.000190493842415256
"276",2018-10-16,"cryp",0.0784223452210426,283500,0.0227215228036959,0.486531570493019
"277",2018-10-16,"dino",0,1887,0,0.00323839532105935
"278",2018-10-16,"raph",0.0580713463326295,0,0.0168251716550823,0
"279",2018-10-16,"dict",5.02747910407682e-05,4388,1.45662541443271e-05,0.00753051333800129
"280",2018-10-16,"diat",3.24601944287618,292810,0.940478183669024,0.502509027005505
"281",2018-10-24,"cyan",0.0333747745802005,0,0.0331960207242872,0
"282",2018-10-24,"hapto",0.0251828444500764,0,0.0250479662192887,0
"283",2018-10-24,"green",0.058863652870059,2059,0.0585483816792865,0.0196478839639296
"284",2018-10-24,"cryp",0.0507713183760643,45298,0.0504993893804777,0.432253447206451
"285",2018-10-24,"dino",0.000432882302751144,434,0.000430563803772598,0.00414141896082828
"286",2018-10-24,"raph",0.0145599438498418,0,0.0144819614173676,0
"287",2018-10-24,"dict",0.0101390946656466,0,0.0100847901110915,0
"288",2018-10-24,"diat",0.812060286601385,57004,0.807710926664428,0.543957249868791
"289",2018-10-30,"cyan",0.0324814425160488,0,0.0287056165551102,0
"290",2018-10-30,"hapto",0.0222006073842446,432,0.0196198836473411,0.00199888950583009
"291",2018-10-30,"green",0.0471902011583249,0,0.0417045461863366,0
"292",2018-10-30,"cryp",0.121962748467922,118448,0.10778511113839,0.548065889320748
"293",2018-10-30,"dino",0,672,0,0.0031093836757357
"294",2018-10-30,"raph",0.13166057318449,0,0.11635560604775,0
"295",2018-10-30,"dict",0.00689047776783506,3172,0.00608948979366468,0.0146770312789191
"296",2018-10-30,"diat",0.769150088230769,93396,0.679739746631408,0.432148806218767
"297",2018-11-16,"cyan",0.000185705934806416,0,0.000152238675148248,0
"298",2018-11-16,"hapto",0.0921392316619555,0,0.075534228736501,0
"299",2018-11-16,"green",0.27886642764012,0,0.22861011701921,0
"300",2018-11-16,"cryp",0.0168885095044971,92750,0.0138449226992846,0.945849479910259
"301",2018-11-16,"dino",0.111870686213175,200,0.0917097510899299,0.00203956761166633
"302",2018-11-16,"raph",0,0,0,0
"303",2018-11-16,"dict",0.227882750332355,2430,0.186814535765381,0.0247807464817459
"304",2018-11-16,"diat",0.492000838120778,2680,0.403334206014545,0.0273302059963288
"305",2018-12-04,"cyan",0.0163667732849717,0,0.0331329296168982,0
"306",2018-12-04,"hapto",0.0183797792221109,0,0.0372080629906141,0
"307",2018-12-04,"green",0.10910153016448,0,0.220865362835743,0
"308",2018-12-04,"cryp",0.061778529236714,24500,0.125064582089314,0.90539541759054
"309",2018-12-04,"dino",0,280,0,0.0103473762010347
"310",2018-12-04,"raph",0.00191652049155285,0,0.00387980803853809,0
"311",2018-12-04,"dict",0,640,0,0.0236511456023651
"312",2018-12-04,"diat",0.286429887016614,1640,0.579849254428893,0.0606060606060606
